Time (s),Amplitude (V)
0.0,0.0166666666666666
9.999600000028946e-09,0.0
1.9999200000003683e-08,0.0166666666666666
2.999880000003263e-08,0.0166666666666666
3.9998400000007366e-08,0.0
4.999800000003631e-08,0.0
5.99976001000287e-08,0.0166666666666666
6.999720010000344e-08,0.0166666666666666
7.999680010003238e-08,0.0166666666666666
8.999640010000712e-08,0.0166666666666666
9.999600010003606e-08,0.0166666666666666
1.099956001000108e-07,0.0166666666666666
1.199952002000032e-07,0.0166666666666666
1.2999480020003213e-07,0.0166666666666666
1.3999440020000687e-07,0.0166666666666666
1.4999400020003582e-07,0.0166666666666666
1.5999360020001055e-07,0.0166666666666666
1.699932002000395e-07,0.0
1.7999280030003189e-07,0.0
1.8999240030000662e-07,0.0
1.9999200030003557e-07,0.0
2.099916003000103e-07,0.0166666666666666
2.1999120030003925e-07,0.0
2.29990800300014e-07,0.0
2.3999040030004293e-07,0.0
2.499900004000353e-07,0.0
2.5998960040001006e-07,0.0
2.69989200400039e-07,0.0166666666666666
2.7998880040001374e-07,0.0
2.899884004000427e-07,0.0
2.999880004000174e-07,0.0166666666666666
3.099876005000098e-07,0.0166666666666666
3.1998720050003876e-07,0.0166666666666666
3.299868005000135e-07,0.0166666666666666
3.3998640050004244e-07,0.0166666666666666
3.499860005000172e-07,0.0166666666666666
3.599856004999919e-07,0.0166666666666666
3.699852006000385e-07,0.0166666666666666
3.7998480060001324e-07,0.0166666666666666
3.899844006000422e-07,0.0166666666666666
3.9998400060001693e-07,0.0
4.0998360059999166e-07,0.0166666666666666
4.199832006000206e-07,0.0166666666666666
4.29982800700013e-07,0.0
4.3998240070004194e-07,0.0166666666666666
4.499820007000167e-07,0.0166666666666666
4.599816006999914e-07,0.0166666666666666
4.6998120070002036e-07,0.0
4.799808006999951e-07,0.0
4.89980400700024e-07,0.0166666666666666
4.999800008000164e-07,0.0166666666666666
5.099796007999912e-07,0.0
5.199792008000201e-07,0.0166666666666666
5.299788007999949e-07,0.0166666666666666
5.399784008000238e-07,0.0
5.499780007999985e-07,0.0166666666666666
5.599776008999909e-07,0.0166666666666666
5.699772009000199e-07,0.0
5.799768008999946e-07,0.0
5.899764009000236e-07,0.0166666666666666
5.999760008999983e-07,0.0
6.099756009000272e-07,0.0166666666666666
6.199752010000196e-07,0.0166666666666666
6.299748009999944e-07,0.0166666666666666
6.399744010000233e-07,0.0166666666666666
6.49974000999998e-07,0.0166666666666666
6.59973601000027e-07,0.0166666666666666
6.699732010000017e-07,0.0166666666666666
6.799728010999941e-07,0.0
6.899724011000231e-07,0.0166666666666666
6.999720010999978e-07,0.0
7.099716011000267e-07,0.0
7.199712011000015e-07,0.0
7.299708011000304e-07,0.0
7.399704011000052e-07,0.0
7.499700011999975e-07,0.0
7.599696012000265e-07,0.0166666666666666
7.699692012000012e-07,0.0166666666666666
7.799688012000302e-07,0.0166666666666666
7.899684012000049e-07,0.0166666666666666
7.999680012000339e-07,0.0
8.099676013000262e-07,0.0166666666666666
8.19967201300001e-07,0.0166666666666666
8.299668013000299e-07,0.0
8.399664013000047e-07,0.0166666666666666
8.499660013000336e-07,0.0166666666666666
8.599656013000083e-07,0.0
8.699652014000007e-07,0.0
8.799648014000297e-07,0.0
8.899644014000044e-07,0.0166666666666666
8.999640014000334e-07,0.0
9.099636014000081e-07,0.0166666666666666
9.19963201400037e-07,0.0166666666666666
9.299628015000294e-07,0.0166666666666666
9.399624015000042e-07,0.0166666666666666
9.499620015000331e-07,0.0166666666666666
9.599616015000078e-07,0.0166666666666666
9.699612015000368e-07,0.0166666666666666
9.799608015000115e-07,0.0166666666666666
9.899604015000405e-07,0.0166666666666666
9.999600016000329e-07,0.0166666666666666
1.0099596016000076e-06,0.0166666666666666
1.0199592016000365e-06,0.0166666666666666
1.0299588016000113e-06,0.0
1.0399584016000402e-06,0.0
1.049958001600015e-06,0.0166666666666666
1.0599576017000074e-06,0.0
1.0699572017000363e-06,0.0
1.079956801700011e-06,0.0166666666666666
1.08995640170004e-06,0.0
1.0999560017000147e-06,0.0166666666666666
1.1099556017000437e-06,0.0
1.119955201800036e-06,0.0166666666666666
1.1299548018000108e-06,0.0166666666666666
1.1399544018000397e-06,0.0166666666666666
1.1499540018000145e-06,0.0166666666666666
1.1599536018000434e-06,0.0166666666666666
1.1699532018000182e-06,0.0166666666666666
1.1799528019000105e-06,0.0166666666666666
1.1899524019000395e-06,0.0
1.1999520019000142e-06,0.0166666666666666
1.2099516019000432e-06,0.0166666666666666
1.219951201900018e-06,0.0166666666666666
1.2299508018999926e-06,0.0166666666666666
1.2399504019000216e-06,0.0166666666666666
1.249950002000014e-06,0.0166666666666666
1.259949602000043e-06,0.0166666666666666
1.2699492020000177e-06,0.0166666666666666
1.2799488019999924e-06,0.0166666666666666
1.2899484020000213e-06,0.0
1.299948001999996e-06,0.0
1.3099476021000427e-06,0.0166666666666666
1.3199472021000174e-06,0.0166666666666666
1.3299468020999921e-06,0.0166666666666666
1.339946402100021e-06,0.0166666666666666
1.3499460020999958e-06,0.0
1.3599456021000248e-06,0.0
1.3699452022000172e-06,0.0166666666666666
1.379944802199992e-06,0.0
1.3899444022000208e-06,0.0
1.3999440021999956e-06,0.0166666666666666
1.4099436022000245e-06,0.0166666666666666
1.4199432021999993e-06,0.0166666666666666
1.4299428022999917e-06,0.0
1.4399424023000206e-06,0.0
1.4499420022999953e-06,0.0166666666666666
1.4599416023000243e-06,0.0166666666666666
1.469941202299999e-06,0.0
1.479940802300028e-06,0.0166666666666666
1.4899404023000027e-06,0.0
1.499940002399995e-06,0.0166666666666666
1.509939602400024e-06,0.0166666666666666
