Time (s),Amplitude (V)
0.0,0.0
9.999600000028946e-09,0.0166666666666666
1.9999200000003683e-08,0.0166666666666666
2.999880000003263e-08,0.0
3.9998400000007366e-08,0.0166666666666666
4.999800000003631e-08,0.0
5.99976001000287e-08,0.0166666666666666
6.999720010000344e-08,0.0
7.999680010003238e-08,0.0
8.999640010000712e-08,0.0
9.999600010003606e-08,0.0
1.099956001000108e-07,0.0
1.199952002000032e-07,0.0
1.2999480020003213e-07,0.0166666666666666
1.3999440020000687e-07,0.0
1.4999400020003582e-07,0.0166666666666666
1.5999360020001055e-07,0.0
1.699932002000395e-07,0.0
1.7999280030003189e-07,0.0
1.8999240030000662e-07,0.0
1.9999200030003557e-07,0.0
2.099916003000103e-07,0.0
2.1999120030003925e-07,0.0166666666666666
2.29990800300014e-07,0.0
2.3999040030004293e-07,0.0
2.499900004000353e-07,0.0
2.5998960040001006e-07,0.0166666666666666
2.69989200400039e-07,0.0166666666666666
2.7998880040001374e-07,0.0
2.899884004000427e-07,0.0
2.999880004000174e-07,0.0166666666666666
3.099876005000098e-07,0.0
3.1998720050003876e-07,0.0166666666666666
3.299868005000135e-07,0.0
3.3998640050004244e-07,0.0
3.499860005000172e-07,0.0
3.599856004999919e-07,0.0166666666666666
3.699852006000385e-07,0.0
3.7998480060001324e-07,0.0
3.899844006000422e-07,0.0
3.9998400060001693e-07,0.0166666666666666
4.0998360059999166e-07,0.0
4.199832006000206e-07,0.0
4.29982800700013e-07,0.0166666666666666
4.3998240070004194e-07,0.0166666666666666
4.499820007000167e-07,0.0
4.599816006999914e-07,0.0166666666666666
4.6998120070002036e-07,0.0166666666666666
4.799808006999951e-07,0.0166666666666666
4.89980400700024e-07,0.0166666666666666
4.999800008000164e-07,0.0166666666666666
5.099796007999912e-07,0.0166666666666666
5.199792008000201e-07,0.0
5.299788007999949e-07,0.0
5.399784008000238e-07,0.0166666666666666
5.499780007999985e-07,0.0166666666666666
5.599776008999909e-07,0.0
5.699772009000199e-07,0.0
5.799768008999946e-07,0.0
5.899764009000236e-07,0.0
5.999760008999983e-07,0.0
6.099756009000272e-07,0.0
6.199752010000196e-07,0.0
6.299748009999944e-07,0.0166666666666666
6.399744010000233e-07,0.0
